"source_row_id","fips_county","county_name","max_dist_ped_icu_2009","mean_dist_ped_icu_2009","median_dist_ped_icu_2009","min_dist_ped_icu_2009"
"1492","29017","Bollinger County",29.25,27.03,27.66,24.18
"1493","29019","Boone County",108.87,102.68,102.82,96.44
"1494","29021","Buchanan County",53.2,49.05,49.44,41.4
"1495","29023","Butler County",67.6,61.49,60.91,55.6
"1496","29025","Caldwell County",57.65,54.85,54.85,52.06
"1497","29027","Callaway County",90.73,83.62,83.51,73.67
"1498","29029","Camden County",77.26,68.68,68.39,59.52
"1499","29031","Cape Girardeau County",15.11,4.9,1.96,0.3
"1500","29033","Carroll County",72.98,64.85,63.36,58.2
"1501","29035","Carter County",85.83,80.31,80.31,74.79
"1502","29037","Cass County",25.41,9.21,7.22,1.08
"1503","29039","Cedar County",51.89,48.82,49.56,45.02
"1504","29041","Chariton County",100.01,94.35,95.54,87.49
"1505","29043","Christian County",16.58,10.18,9.24,5.91
"1506","29045","Clark County",25.99,23.01,22.4,20.64
"1507","29047","Clay County",28.25,13.48,11.59,5.52
"1508","29049","Clinton County",51.07,40.37,37.07,36.26
"1509","29051","Cole County",103.49,95.56,94.6,88.41
"1510","29053","Cooper County",99.77,94.2,95.56,85.14
"1511","29055","Crawford County",66.25,60.92,61.99,53.43
"1512","29057","Dade County",39.76,35.63,35.63,31.5
"1513","29059","Dallas County",43.7,35.31,34.24,28.01
"1514","29061","Daviess County",72.43,70.26,70.26,68.08
"1515","29063","DeKalb County",55.71,54.83,54.83,53.94
"1516","29065","Dent County",91.19,87.58,86.92,85.29
"1517","29067","Douglas County",55.34,42.01,36.41,34.27
"1518","29069","Dunklin County",75.48,66.39,66.42,56.46
"1519","29071","Franklin County",47.04,32.91,32.48,20.25
"1520","29073","Gasconade County",62.61,58.17,57.42,53.31
"1521","29075","Gentry County",77.04,75.89,75.89,74.73
"1522","29077","Greene County",20.01,4.35,3.23,0.49
"1523","29079","Grundy County",88.92,87.49,87.95,85.12
"1524","29081","Harrison County",74.92,72.31,71.46,70.54
"1525","29083","Henry County",56.25,50.81,51.65,39.91
"1526","29085","Hickory County",55.02,50.96,50.6,47.25
"1527","29087","Holt County",84.08,78.49,81.26,70.13
"1528","29089","Howard County",100.2,98.79,99.01,97.17
"1529","29091","Howell County",88.12,81.9,82.34,73.08
"1530","29093","Iron County",64.22,63.01,63.08,61.65
"1531","29095","Jackson County",23.98,7.43,6.23,0.6
"1532","29097","Jasper County",47.04,36.0,35.63,28.89
"1533","29099","Jefferson County",32.17,14.57,13.55,3.14
"1534","29101","Johnson County",51.2,40.9,41.12,27.0
"1535","29103","Knox County",53.11,52.34,52.34,51.57
"1536","29105","Laclede County",52.13,48.47,48.41,45.64
"1537","29107","Lafayette County",57.03,42.99,44.38,29.87
"1538","29109","Lawrence County",39.61,30.35,29.0,22.81
"1539","29111","Lewis County",45.44,40.83,41.69,34.49
"1540","29113","Lincoln County",41.34,35.79,36.01,29.57
"1541","29115","Linn County",95.11,91.72,93.16,86.06
"1542","29117","Livingston County",80.63,76.08,76.27,71.52
"1543","29119","McDonald County",70.22,64.55,64.33,59.32
"1544","29121","Macon County",85.14,81.31,83.38,72.33
"1545","29123","Madison County",48.03,44.68,44.81,41.2
"1546","29125","Maries County",89.04,83.93,88.61,74.13
"1547","29127","Marion County",64.17,61.59,62.67,57.62
"1548","29129","Mercer County",77.25,73.78,73.78,70.3
"1549","29131","Miller County",91.97,85.9,86.14,79.2
"1550","29133","Mississippi County",37.78,33.51,33.69,28.9
"1551","29135","Moniteau County",107.89,101.87,103.06,93.45
"1552","29137","Monroe County",90.43,83.4,85.17,74.59
"1553","29139","Montgomery County",63.45,58.17,59.45,50.33
"1554","29141","Morgan County",93.11,85.64,87.16,76.82
"1555","29143","New Madrid County",61.36,50.94,52.2,33.64
"1556","29145","Newton County",53.71,49.38,51.79,38.22
"1557","29147","Nodaway County",74.87,68.95,69.65,60.67
"1558","29149","Oregon County",112.9,107.74,107.64,102.69
"1559","29151","Osage County",86.6,78.84,77.22,74.33
"1560","29153","Ozark County",64.95,59.31,59.31,53.66
"1561","29155","Pemiscot County",75.32,71.07,71.76,64.79
"1562","29157","Perry County",37.42,33.08,34.2,25.4
"1563","29159","Pettis County",73.83,68.43,69.19,61.57
"1564","29161","Phelps County",88.41,83.64,84.7,75.85
"1565","29163","Pike County",64.72,60.83,63.13,51.47
"1566","29165","Platte County",30.71,14.79,12.84,8.5
"1567","29167","Polk County",37.66,31.03,30.79,24.9
"1568","29169","Pulaski County",81.27,74.8,75.05,67.63
"1569","29171","Putnam County",50.24,48.9,48.9,47.56
"1570","29173","Ralls County",79.7,73.23,70.28,69.72
"1571","29175","Randolph County",105.65,100.87,100.75,95.45
"1572","29177","Ray County",43.11,36.37,36.27,29.85
"1573","29179","Reynolds County",80.05,78.34,78.34,76.63
"1574","29181","Ripley County",91.87,84.2,83.18,78.58
"1575","29183","St. Charles County",27.55,13.73,12.05,7.41
"1576","29185","St. Clair County",62.25,60.21,61.15,57.21
"1577","29186","Ste. Genevieve County",46.66,41.69,40.96,38.17
"1578","29187","St. Francois County",54.9,47.75,47.78,39.77
"1579","29189","St. Louis County",15.03,5.51,4.65,0.41
"1580","29195","Saline County",83.08,72.95,73.0,59.45
"1581","29197","Schuyler County",42.54,39.42,39.42,36.3
"1582","29199","Scotland County",41.25,41.02,41.02,40.8
"1583","29201","Scott County",30.36,20.09,20.9,6.35
"1584","29203","Shannon County",102.12,102.1,102.1,102.08
"1585","29205","Shelby County",74.78,70.17,72.39,63.34
"1586","29207","Stoddard County",49.46,40.4,42.11,25.39
"1587","29209","Stone County",41.55,32.14,31.8,19.83
"1588","29211","Sullivan County",73.35,67.81,68.77,61.31
"1589","29213","Taney County",37.86,34.26,34.3,29.29
"1590","29215","Texas County",81.51,73.34,73.85,64.16
"1591","29217","Vernon County",45.18,36.18,35.44,31.24
"1592","29219","Warren County",40.53,36.47,36.45,32.45
"1593","29221","Washington County",54.0,45.39,44.92,38.46
"1594","29223","Wayne County",64.65,55.77,56.84,44.74
"1595","29225","Webster County",24.5,22.49,23.62,18.21
"1596","29227","Worth County",56.61,56.61,56.61,56.61
"1597","29229","Wright County",55.4,46.54,44.99,40.79
"1598","29510","St. Louis city",8.24,4.37,4.61,0.68
"1599","30001","Beaverhead County",131.53,128.77,128.63,126.17
"1600","30003","Big Horn County",92.01,60.33,58.7,31.86
"1601","30005","Blaine County",112.65,98.86,103.36,76.06
"1602","30007","Broadwater County",83.13,82.44,82.44,81.75
"1603","30009","Carbon County",54.66,43.09,44.9,28.37
"1604","30011","Carter County",80.03,80.03,80.03,80.03
"1605","30013","Cascade County",27.44,4.66,1.99,0.48
"1606","30015","Chouteau County",82.22,61.49,65.31,33.12
"1607","30017","Custer County",6.66,1.89,1.05,0.23
"1608","30019","Daniels County",102.15,91.09,93.73,74.76
"1609","30021","Dawson County",15.88,6.4,2.58,0.75
"1610","30023","Deer Lodge County",74.6,71.25,71.74,66.9
"1611","30025","Fallon County",55.39,55.39,55.39,55.39
"1612","30027","Fergus County",6.18,3.4,3.4,0.62
"1613","30029","Flathead County",93.67,89.3,92.14,72.28
"1614","30031","Gallatin County",142.66,123.49,121.84,111.78
"1615","30033","Garfield County",81.16,81.16,81.16,81.16
"1616","30035","Glacier County",50.62,28.05,29.66,1.53
"1617","30037","Golden Valley County",45.56,45.56,45.56,45.56
"1618","30039","Granite County",44.49,44.49,44.49,44.49
"1619","30041","Hill County",103.81,95.05,102.5,82.29
"1620","30043","Jefferson County",113.19,92.44,89.18,74.95
"1621","30045","Judith Basin County",35.11,35.11,35.11,35.11
"1622","30047","Lake County",76.16,52.08,50.22,21.44
"1623","30049","Lewis and Clark County",73.22,68.7,70.33,55.55
"1624","30051","Liberty County",61.98,61.98,61.98,61.98
"1625","30053","Lincoln County",80.14,51.2,46.99,33.97
"1626","30055","McCone County",53.98,53.98,53.98,53.98
"1627","30057","Madison County",152.17,137.56,135.05,125.45
"1628","30059","Meagher County",69.14,69.14,69.14,69.14
"1629","30061","Mineral County",55.95,46.6,46.6,37.25
"1630","30063","Missoula County",29.09,5.07,1.89,0.33
"1631","30065","Musselshell County",45.28,43.82,43.82,42.35
"1632","30067","Park County",115.86,105.01,101.81,96.41
"1633","30069","Petroleum County",53.83,53.83,53.83,53.83
"1634","30071","Phillips County",117.9,103.77,102.55,90.88
"1635","30073","Pondera County",36.77,30.76,31.17,24.33
"1636","30075","Powder River County",68.17,68.17,68.17,68.17
"1637","30077","Powell County",67.87,63.64,63.64,59.4
"1638","30079","Prairie County",34.05,34.05,34.05,34.05
"1639","30081","Ravalli County",66.9,39.34,39.82,14.65
"1640","30083","Richland County",13.02,6.65,6.65,0.29
"1641","30085","Roosevelt County",74.23,56.36,55.05,35.28
"1642","30087","Rosebud County",65.57,51.66,49.3,42.45
"1643","30089","Sanders County",58.85,49.14,55.69,26.31
"1644","30091","Sheridan County",76.12,68.83,67.99,63.21
"1645","30093","Silver Bow County",95.25,93.26,93.36,91.18
"1646","30095","Stillwater County",53.75,37.87,37.53,22.7
"1647","30097","Sweet Grass County",67.25,67.25,67.25,67.25
"1648","30099","Teton County",51.59,40.99,36.72,34.67
"1649","30101","Toole County",25.54,24.85,24.85,24.17
"1650","30103","Treasure County",67.75,67.75,67.75,67.75
"1651","30105","Valley County",122.57,113.19,116.63,93.86
"1652","30107","Wheatland County",45.09,45.09,45.09,45.09
"1653","30109","Wibaux County",25.98,25.98,25.98,25.98
"1654","30111","Yellowstone County",16.79,4.22,2.85,0.72
"1655","31001","Adams County",48.52,42.98,41.76,40.33
"1656","31003","Antelope County",68.56,59.69,57.3,53.21
"1657","31005","Arthur County",56.28,56.28,56.28,56.28
"1658","31007","Banner County",22.75,22.75,22.75,22.75
"1659","31009","Blaine County",67.5,67.5,67.5,67.5
"1660","31011","Boone County",36.58,36.23,36.23,35.87
"1661","31013","Box Butte County",43.82,42.83,43.44,41.22
"1662","31015","Boyd County",73.08,73.08,73.08,73.08
"1663","31017","Brown County",108.81,108.81,108.81,108.81
"1664","31019","Buffalo County",83.0,78.02,78.95,66.26
"1665","31021","Burt County",33.75,26.3,27.51,16.42
"1666","31023","Butler County",26.98,20.25,19.15,14.63
"1667","31025","Cass County",33.05,23.46,21.89,17.02
"1668","31027","Cedar County",53.37,49.58,49.58,45.78
"1669","31029","Chase County",1.58,1.58,1.58,1.58
"1670","31031","Cherry County",103.35,98.45,98.45,93.56
"1671","31033","Cheyenne County",6.48,2.44,0.71,0.12
"1672","31035","Clay County",25.34,23.44,23.44,21.54
"1673","31037","Colfax County",23.2,18.5,16.86,15.43
"1674","31039","Cuming County",44.55,40.27,40.94,34.64
"1675","31041","Custer County",71.05,61.8,66.45,43.22
"1676","31043","Dakota County",43.54,38.96,38.04,36.23
"1677","31045","Dawes County",73.29,66.95,66.95,60.6
"1678","31047","Dawson County",65.27,50.96,49.02,34.39
"1679","31049","Deuel County",33.01,33.01,33.01,33.01
"1680","31051","Dixon County",51.77,44.79,49.74,32.85
"1681","31053","Dodge County",31.87,21.71,19.82,18.45
"1682","31055","Douglas County",19.23,5.1,4.25,0.22
"1683","31057","Dundy County",29.03,29.03,29.03,29.03
"1684","31059","Fillmore County",7.03,4.57,4.57,2.11
"1685","31061","Franklin County",77.25,74.32,74.32,71.38
"1686","31063","Frontier County",40.38,40.38,40.38,40.38
"1687","31065","Furnas County",81.23,76.76,76.76,72.29
"1688","31067","Gage County",57.79,50.56,48.85,45.17
"1689","31069","Garden County",39.23,39.23,39.23,39.23
"1690","31071","Garfield County",92.05,92.05,92.05,92.05
"1691","31073","Gosper County",61.42,61.42,61.42,61.42
"1692","31075","Grant County",77.26,77.26,77.26,77.26
"1693","31077","Greeley County",57.85,57.85,57.85,57.85
"1694","31079","Hall County",57.93,49.19,48.07,46.16
"1695","31081","Hamilton County",36.61,33.23,31.65,31.41
"1696","31083","Harlan County",98.38,98.38,98.38,98.38
"1697","31085","Hayes County",30.74,30.74,30.74,30.74
"1698","31087","Hitchcock County",39.17,39.17,39.17,39.17
"1699","31089","Holt County",95.6,89.67,88.29,86.5
"1700","31091","Hooker County",63.69,63.69,63.69,63.69
"1701","31093","Howard County",62.26,59.3,59.3,56.33
"1702","31095","Jefferson County",35.41,35.05,35.01,34.73
"1703","31097","Johnson County",62.58,60.53,60.53,58.47
"1704","31099","Kearney County",74.85,72.84,72.84,70.83
"1705","31101","Keith County",44.01,43.12,42.83,42.52
"1706","31103","Keya Paha County",107.73,107.73,107.73,107.73
"1707","31105","Kimball County",36.44,36.44,36.44,36.44
"1708","31107","Knox County",62.5,52.14,51.64,42.79
"1709","31109","Lancaster County",53.41,47.51,47.85,37.95
"1710","31111","Lincoln County",14.52,5.44,1.73,0.35
"1711","31113","Logan County",28.98,28.98,28.98,28.98
"1712","31115","Loup County",85.26,85.26,85.26,85.26
"1713","31117","McPherson County",33.04,33.04,33.04,33.04
"1714","31119","Madison County",41.39,38.58,40.04,27.34
"1715","31121","Merrick County",49.54,39.25,39.8,28.4
"1716","31123","Morrill County",29.15,29.15,29.15,29.15
"1717","31125","Nance County",27.1,27.1,27.1,27.1
"1718","31127","Nemaha County",60.36,59.37,59.37,58.39
"1719","31129","Nuckolls County",42.51,37.79,37.79,33.06
"1720","31131","Otoe County",44.98,42.1,42.03,40.3
"1721","31133","Pawnee County",78.34,78.34,78.34,78.34
"1722","31135","Perkins County",22.79,22.79,22.79,22.79
"1723","31137","Phelps County",87.04,84.64,86.55,80.32
"1724","31139","Pierce County",62.52,57.47,57.47,52.41
"1725","31141","Platte County",16.11,4.53,2.99,0.35
"1726","31143","Polk County",24.16,20.59,20.59,17.02
"1727","31145","Red Willow County",65.52,60.32,58.16,57.27
"1728","31147","Richardson County",84.71,80.3,79.69,77.1
"1729","31149","Rock County",118.0,118.0,118.0,118.0
"1730","31151","Saline County",34.56,28.18,28.17,21.85
"1731","31153","Sarpy County",18.04,8.71,8.42,4.99
"1732","31155","Saunders County",38.05,29.21,25.37,24.44
"1733","31157","Scotts Bluff County",14.99,4.8,3.52,0.79
"1734","31159","Seward County",38.01,35.68,36.62,31.48
"1735","31161","Sheridan County",98.17,85.33,80.72,77.1
"1736","31163","Sherman County",83.65,83.65,83.65,83.65
"1737","31165","Sioux County",35.53,35.53,35.53,35.53
"1738","31167","Stanton County",38.79,36.36,36.36,33.92
"1739","31169","Thayer County",27.11,24.56,24.56,22.01
"1740","31171","Thomas County",59.3,59.3,59.3,59.3
"1741","31173","Thurston County",50.91,47.31,47.31,43.71
"1742","31175","Valley County",82.16,81.45,81.45,80.74
"1743","31177","Washington County",9.67,4.94,5.17,0.41
"1744","31179","Wayne County",57.37,55.33,55.33,53.28
"1745","31181","Webster County",56.03,52.15,52.15,48.26
"1746","31183","Wheeler County",66.94,66.94,66.94,66.94
"1747","31185","York County",28.59,23.26,23.63,17.19
"1748","32001","Churchill County",143.99,138.95,139.21,134.27
"1749","32003","Clark County",74.1,14.61,12.58,0.52
"1750","32005","Douglas County",87.19,76.41,77.35,68.44
"1751","32007","Elko County",219.33,186.37,199.09,115.29
"1752","32009","Esmeralda County",134.75,134.75,134.75,134.75
"1753","32011","Eureka County",238.95,238.95,238.95,238.95
"1754","32013","Humboldt County",241.07,237.17,236.14,234.29
"1755","32015","Lander County",262.19,251.38,251.38,240.57
"1756","32017","Lincoln County",130.94,116.49,116.49,102.04
"1757","32019","Lyon County",122.34,110.24,110.67,93.34
"1758","32021","Mineral County",134.37,130.63,130.34,127.45
"1759","32023","Nye County",195.85,90.39,60.59,54.1
"1760","32027","Pershing County",191.18,191.18,191.18,191.18
"1761","32029","Storey County",119.4,107.47,107.47,95.54
"1762","32031","Washoe County",120.76,94.17,93.75,75.38
"1763","32033","White Pine County",206.3,200.83,203.83,192.37
"1764","32510","Carson City",83.9,82.11,81.98,80.31
"1765","33001","Belknap County",20.6,12.57,13.08,3.44
"1766","33003","Carroll County",40.34,30.87,32.31,22.36
"1767","33005","Cheshire County",62.04,49.89,48.65,40.65
"1768","33007","Coos County",39.92,15.83,17.39,0.98
"1769","33009","Grafton County",48.49,30.67,32.76,12.66
"1770","33011","Hillsborough County",48.73,37.16,37.22,25.73
"1771","33013","Merrimack County",29.36,16.1,17.66,0.75
"1772","33015","Rockingham County",54.75,43.83,44.12,27.31
"1773","33017","Strafford County",44.39,37.67,39.78,26.5
"1774","33019","Sullivan County",40.51,31.97,34.43,22.94
"1775","34001","Atlantic County",45.85,39.47,41.76,25.3
"1776","34003","Bergen County",19.24,8.11,7.73,1.66
"1777","34005","Burlington County",26.98,11.2,11.76,0.84
"1778","34007","Camden County",24.08,8.87,7.46,1.84
"1779","34009","Cape May County",57.74,49.09,49.13,41.66
"1780","34011","Cumberland County",46.45,32.76,31.55,24.75
"1781","34013","Essex County",17.17,9.27,8.84,4.75
"1782","34015","Gloucester County",28.21,13.47,12.79,5.5
"1783","34017","Hudson County",6.48,2.59,2.34,0.15
"1784","34019","Hunterdon County",33.71,27.77,28.3,15.41
"1785","34021","Mercer County",29.92,20.48,19.95,13.79
"1786","34023","Middlesex County",28.75,16.87,17.01,6.83
"1787","34025","Monmouth County",18.45,8.68,9.54,0.45
"1788","34027","Morris County",37.59,25.33,23.96,16.26
"1789","34029","Ocean County",34.18,17.25,16.61,8.08
"1790","34031","Passaic County",28.61,14.35,13.26,8.79
"1791","34033","Salem County",27.11,13.35,13.57,5.75
"1792","34035","Somerset County",34.08,25.4,26.08,16.58
"1793","34037","Sussex County",50.03,39.39,38.45,31.48
"1794","34039","Union County",17.8,10.02,9.25,4.2
"1795","34041","Warren County",35.01,22.27,22.63,11.54
"1796","35001","Bernalillo County",26.34,5.75,5.37,0.14
"1797","35003","Catron County",138.41,138.41,138.41,138.41
"1798","35005","Chaves County",190.13,170.89,168.13,165.37
"1799","35006","Cibola County",133.53,71.84,68.76,27.79
"1800","35007","Colfax County",93.38,88.32,92.77,78.82
"1801","35009","Curry County",178.43,176.34,176.6,171.75
"1802","35011","De Baca County",126.92,126.92,126.92,126.92
"1803","35013","Doña Ana County",226.74,197.38,192.61,168.88
"1804","35015","Eddy County",242.42,223.54,228.73,199.68
"1805","35017","Grant County",165.4,158.3,158.8,143.58
"1806","35019","Guadalupe County",82.57,82.57,82.57,82.57
"1807","35021","Harding County",109.47,109.47,109.47,109.47
"1808","35023","Hidalgo County",126.96,123.82,123.82,120.68
"1809","35025","Lea County",284.45,256.2,258.8,233.68
"1810","35027","Lincoln County",133.54,124.8,131.66,103.51
"1811","35028","Los Alamos County",26.58,23.67,24.97,18.18
"1812","35029","Luna County",187.37,183.12,182.3,181.05
"1813","35031","McKinley County",138.29,112.19,120.6,67.52
"1814","35033","Mora County",46.46,46.46,46.46,46.46
"1815","35035","Otero County",183.29,156.11,156.09,139.13
"1816","35037","Quay County",146.35,134.82,131.79,129.37
"1817","35039","Rio Arriba County",109.54,54.38,32.05,22.28
"1818","35041","Roosevelt County",180.0,179.6,179.63,179.12
"1819","35043","Sandoval County",72.52,23.55,15.15,10.09
"1820","35045","San Juan County",158.95,142.68,143.97,125.4
"1821","35047","San Miguel County",46.36,38.16,40.99,22.89
"1822","35049","Santa Fe County",26.88,7.19,3.2,0.59
"1823","35051","Sierra County",144.23,141.03,139.98,138.89
"1824","35053","Socorro County",73.91,68.96,72.12,54.62
"1825","35055","Taos County",70.57,55.78,55.16,38.66
"1826","35057","Torrance County",57.84,39.57,34.74,26.82
"1827","35059","Union County",143.24,143.24,143.24,143.24
"1828","35061","Valencia County",35.9,24.48,22.94,14.95
"1829","36001","Albany County",22.27,5.1,4.46,0.02
"1830","36003","Allegany County",71.72,58.49,58.13,42.0
"1831","36005","Bronx County",3.67,1.47,1.39,0.12
"1832","36007","Broome County",25.73,5.37,3.81,0.08
"1833","36009","Cattaraugus County",81.71,71.27,72.09,57.02
"1834","36011","Cayuga County",30.82,23.7,23.31,19.95
"1835","36013","Chautauqua County",58.68,42.78,43.85,20.15
"1836","36015","Chemung County",10.92,3.44,2.23,0.12
"1837","36017","Chenango County",36.69,30.57,32.26,16.2
"1838","36019","Clinton County",37.21,23.65,20.41,15.61
"1839","36021","Columbia County",43.44,29.47,27.9,16.76
"1840","36023","Cortland County",31.59,28.99,30.31,23.69
"1841","36025","Delaware County",33.84,20.35,18.88,1.97
"1842","36027","Dutchess County",47.97,38.29,39.68,27.59
"1843","36029","Erie County",71.63,61.85,62.72,43.11
"1844","36031","Essex County",57.03,34.79,38.58,12.85
"1845","36033","Franklin County",79.57,60.24,60.8,46.91
"1846","36035","Fulton County",42.67,37.56,38.35,31.51
"1847","36037","Genesee County",41.65,29.98,29.79,19.52
"1848","36039","Greene County",31.17,23.75,22.02,16.22
"1849","36041","Hamilton County",66.8,57.68,58.49,46.96
"1850","36043","Herkimer County",27.2,16.45,14.86,6.99
"1851","36045","Jefferson County",23.79,9.12,7.62,0.39
"1852","36047","Kings County",5.14,1.76,1.62,0.05
"1853","36049","Lewis County",36.05,28.06,28.53,19.84
"1854","36051","Livingston County",41.6,26.19,25.26,15.28
"1855","36053","Madison County",27.02,19.66,19.96,12.96
"1856","36055","Monroe County",21.02,5.91,4.86,0.2
"1857","36057","Montgomery County",36.97,30.2,28.21,26.97
"1858","36059","Nassau County",12.18,4.01,3.9,0.17
"1859","36061","New York County",2.88,0.92,0.8,0.07
"1860","36063","Niagara County",72.47,63.68,65.85,43.54
"1861","36065","Oneida County",28.24,8.12,5.51,0.12
"1862","36067","Onondaga County",16.59,5.53,4.15,0.37
"1863","36069","Ontario County",24.97,17.28,18.07,11.63
"1864","36071","Orange County",47.37,30.89,29.58,17.55
"1865","36073","Orleans County",39.95,34.18,38.73,22.28
"1866","36075","Oswego County",34.34,26.38,27.41,15.22
"1867","36077","Otsego County",40.99,31.69,30.86,20.73
"1868","36079","Putnam County",29.28,22.56,22.27,16.68
"1869","36081","Queens County",6.75,2.25,2.24,0.03
"1870","36083","Rensselaer County",27.47,10.73,8.82,2.04
"1871","36085","Richmond County",9.76,2.71,1.98,0.22
"1872","36087","Rockland County",17.59,9.04,9.02,3.16
"1873","36089","St. Lawrence County",84.81,61.34,61.73,31.86
"1874","36091","Saratoga County",45.34,25.76,26.56,10.71
"1875","36093","Schenectady County",20.24,13.07,12.46,9.24
"1876","36095","Schoharie County",37.65,30.2,29.68,24.58
"1877","36097","Schuyler County",20.01,18.81,19.36,16.5
"1878","36099","Seneca County",23.39,18.53,19.19,12.01
"1879","36101","Steuben County",40.72,24.14,23.32,12.09
"1880","36103","Suffolk County",50.73,9.35,6.87,0.03
"1881","36105","Sullivan County",47.21,32.21,31.62,18.87
"1882","36107","Tioga County",20.47,15.2,15.39,9.67
"1883","36109","Tompkins County",34.11,28.75,28.78,20.84
"1884","36111","Ulster County",43.61,33.9,35.46,10.55
"1885","36113","Warren County",69.43,52.06,47.22,45.09
"1886","36115","Washington County",63.18,44.37,44.63,29.17
"1887","36117","Wayne County",37.54,25.64,25.75,15.26
"1888","36119","Westchester County",19.37,4.8,3.11,0.15
"1889","36121","Wyoming County",56.8,42.09,42.05,30.38
"1890","36123","Yates County",9.25,5.33,4.78,1.01
"1891","37001","Alamance County",23.71,19.39,19.69,15.38
"1892","37003","Alexander County",20.41,14.22,15.01,8.29
"1893","37005","Alleghany County",54.18,48.75,49.01,43.05
"1894","37007","Anson County",49.02,42.61,43.67,35.56
"1895","37009","Ashe County",55.53,49.54,49.47,42.16
"1896","37011","Avery County",34.26,29.57,29.18,25.68
"1897","37013","Beaufort County",21.8,9.53,7.48,0.6
"1898","37015","Bertie County",43.21,38.34,39.73,30.72
"1899","37017","Bladen County",38.29,32.0,34.11,24.96
"1900","37019","Brunswick County",50.57,37.58,36.23,22.62
"1901","37021","Buncombe County",12.83,4.62,3.24,0.39
"1902","37023","Burke County",11.06,5.91,6.06,1.02
"1903","37025","Cabarrus County",11.32,4.56,3.76,0.33
"1904","37027","Caldwell County",22.31,13.94,13.09,8.86
"1905","37029","Camden County",73.64,73.64,73.64,73.64
"1906","37031","Carteret County",64.81,59.23,59.41,53.41
"1907","37033","Caswell County",42.38,32.26,32.38,22.75
"1908","37035","Catawba County",15.56,5.95,5.09,1.99
"1909","37037","Chatham County",31.8,20.1,21.96,6.05
"1910","37039","Cherokee County",41.46,33.69,34.51,27.11
"1911","37041","Chowan County",48.76,45.91,45.91,43.05
"1912","37043","Clay County",48.71,45.74,45.74,42.76
"1913","37045","Cleveland County",32.79,28.15,28.85,17.43
"1914","37047","Columbus County",41.46,22.16,21.37,6.78
"1915","37049","Craven County",47.3,32.69,30.44,18.36
"1916","37051","Cumberland County",14.96,5.36,4.61,0.54
"1917","37053","Currituck County",90.92,85.07,83.04,80.04
"1918","37055","Dare County",83.81,82.08,82.34,80.27
"1919","37057","Davidson County",32.22,26.7,28.55,19.11
"1920","37059","Davie County",39.93,34.23,33.81,27.57
"1921","37061","Duplin County",59.91,51.52,51.02,43.85
"1922","37063","Durham County",21.18,10.78,10.64,4.34
"1923","37065","Edgecombe County",33.61,24.74,22.77,15.61
"1924","37067","Forsyth County",35.78,26.2,26.16,15.44
"1925","37069","Franklin County",35.41,25.76,25.61,18.48
"1926","37071","Gaston County",25.73,18.02,18.4,9.31
"1927","37073","Gates County",66.66,65.83,65.92,64.9
"1928","37075","Graham County",43.57,41.65,42.1,39.29
"1929","37077","Granville County",42.47,33.14,35.47,22.82
"1930","37079","Greene County",23.35,18.82,19.13,13.97
"1931","37081","Guilford County",17.75,7.02,5.45,0.38
"1932","37083","Halifax County",61.27,53.07,56.0,34.49
"1933","37085","Harnett County",27.7,23.62,24.98,15.48
"1934","37087","Haywood County",30.42,23.26,24.93,16.04
"1935","37089","Henderson County",25.65,17.71,18.33,10.12
"1936","37091","Hertford County",59.94,54.34,53.25,50.93
"1937","37093","Hoke County",22.65,16.75,16.76,10.82
"1938","37095","Hyde County",47.02,47.02,47.02,47.02
"1939","37097","Iredell County",32.47,20.26,21.08,10.26
"1940","37099","Jackson County",44.7,40.31,40.91,33.89
"1941","37101","Johnston County",33.82,23.53,23.68,11.61
"1942","37103","Jones County",42.22,39.03,38.18,36.7
"1943","37105","Lee County",31.82,29.89,30.37,26.77
"1944","37107","Lenoir County",38.55,26.56,25.61,18.58
"1945","37109","Lincoln County",18.92,15.07,15.34,9.0
"1946","37111","McDowell County",20.85,17.03,18.88,10.21
"1947","37113","Macon County",58.93,53.83,54.7,47.76
"1948","37115","Madison County",25.84,20.73,19.58,16.39
"1949","37117","Martin County",24.15,19.67,19.33,16.78
"1950","37119","Mecklenburg County",13.03,5.51,5.17,0.42
"1951","37121","Mitchell County",33.44,28.62,28.26,24.54
"1952","37123","Montgomery County",49.08,40.55,40.1,30.87
"1953","37125","Moore County",45.15,32.18,31.19,23.34
"1954","37127","Nash County",39.73,32.88,32.48,22.41
"1955","37129","New Hanover County",65.07,58.68,57.82,55.5
"1956","37131","Northampton County",64.12,56.84,57.38,48.47
"1957","37133","Onslow County",74.3,59.18,58.56,51.81
"1958","37135","Orange County",19.78,5.97,2.79,0.4
"1959","37137","Pamlico County",38.27,34.35,34.35,30.44
"1960","37139","Pasquotank County",69.84,68.1,68.76,64.94
"1961","37141","Pender County",79.41,65.34,63.14,54.56
"1962","37143","Perquimans County",58.61,55.58,55.58,52.55
"1963","37145","Person County",37.73,33.52,34.59,28.45
"1964","37147","Pitt County",15.87,5.97,4.33,0.78
"1965","37149","Polk County",25.39,22.82,21.79,21.3
"1966","37151","Randolph County",35.55,24.04,24.02,14.98
"1967","37153","Richmond County",48.36,45.72,46.55,37.63
"1968","37155","Robeson County",34.99,27.21,28.4,13.74
"1969","37157","Rockingham County",29.7,22.92,22.87,15.47
"1970","37159","Rowan County",23.51,15.73,17.37,5.7
